institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
BIU,26.03.2023 | ד ניסן,"""הסכמה רחבה היא הדרך היחידה לסיים את המשבר""",https://www.biu.ac.il/article/13003,neutral,yes,no,inter-university,dialogue;political crisis,The article discusses a call for dialogue and unity without emphasizing competition or partnership.,170
BIU,26.03.2023 | ד ניסן,זו העת לדיאלוג,https://www.biu.ac.il/article/13001,cooperative,yes,no,industry;international;community engagement;conflict resolution,The article emphasizes collaborative initiatives to promote musical dialogue across different communities.,ERR,324
BIU,23.03.2023 | א ניסן,כנס ספרת הסוכרת,https://www.biu.ac.il/article/12983,cooperative,yes,no,inter-university;industry,population health;diabetes;multidisciplinary collaboration;healthcare initiatives,The article highlights a collaborative initiative involving various stakeholders to address diabetes care.,236
BIU,22.03.2023 | כט אדר,מיליון האזנות לפודקאסטים של בר-דעת,https://www.biu.ac.il/article/12968,neutral,no,no,none,academia;podcasts;public engagement,No signs of competition or collaboration were found.,120
BIU,19.03.2023 | כו אדר,האם המוסר הוא יחסי או אוניברסלי,https://www.biu.ac.il/article/12944,neutral,no,no,none,psychology;ethics;research,The article is informative and does not show signs of competition or collaboration.,357
BIU,19.03.2023 | כו אדר,פרס ישראל לפרופ' זמירה מברך,https://www.biu.ac.il/article/12943,competitive,no,yes,none,award;innovation;education,The article emphasizes winning the prestigious Israel Prize and highlights her groundbreaking contributions.,172
BIU,19.03.2023 | כו אדר,בוחרות בחיים - תמיכה לנשים בגירושין,https://www.biu.ac.il/article/12942,cooperative,yes,no,inter-university,divorce;support;women empowerment,The article emphasizes a collaborative initiative to support women through a unique university program.,339
BIU,16.03.2023 | כג אדר,יריד לימודים לעולים חדשים בבר-אילן,https://www.biu.ac.il/article/12935,cooperative,yes,no,inter-university;government;international,immigration;education;students,The article emphasizes collaboration with various organizations to support new immigrants.,170
BIU,13.03.2023 | כ אדר,"לימודים מתקדמים - ללמוד לתואר השני, כבר בתואר הראשון",https://www.biu.ac.il/article/12913,neutral,yes,no,none,higher education;programs,No signs of competition were found,210
BIU,12.03.2023 | יט אדר,נפתחה תוכנית שש-שנתית ללימודי רפואה בבר-אילן,https://www.biu.ac.il/article/12909,mixed,yes,yes,inter-university;international,medical education;innovation;community impact;international collaboration,The article highlights an innovative program with international expert involvement and community impact,344
BIU,12.03.2023 | יט אדר,"""השמיעו את דעתכם, הגנו עליה, אך נהגו באחריות""",https://www.biu.ac.il/article/12904,cooperative,yes,no,none,democracy;student engagement;university activities,The article emphasizes collective efforts and collaborative activities to bridge divides within the university community.,172
BIU,09.03.2023 | טז אדר,פרס ישראל לפרופ' דב שוורץ,https://www.biu.ac.il/article/12888,competitive,no,yes,none,awards;Jewish philosophy,"""The article highlights the prestigious Israel Prize awarded to Professor Schwartz",255
BIU,08.03.2023 | טו אדר,יום עיון בבר-אילן למשפיעניות מהחברה הערבית,https://www.biu.ac.il/article/12877,neutral,yes,no,none,workshop;social media;Arab society,The article describes an informative workshop without highlighting competition or significant cooperation.,170
BIU,06.03.2023 | יג אדר,המיזם ללימודי היי-טק יצא לדרך,https://www.biu.ac.il/article/12862,cooperative,yes,no,industry,academia-industry partnership;higher education;product management,The article highlights collaboration between the university,280
BIU,06.03.2023 | יג אדר,עיטור מסדר המצטיינים לפרופ' שמואל רפאל,https://www.biu.ac.il/article/12858,competitive,no,yes,none,awards;Ladino studies;Spain-Israel relations,The article highlights the awarding of a prestigious Spanish honor to the professor for outstanding achievements.,164
BIU,15.02.2023 | כד שבט,האולימפיאדה ה-26 בביולוגיה באוניברסיטת בר-אילן,https://www.biu.ac.il/article/12740,competitive,no,yes,none,education;biology;student achievements,The article emphasizes the awards and achievements of students in a national biology research competition.,330
BIU,13.02.2023 | כב שבט,נשיא אוניברסיטת בר-אילן: עכשיו הזמן להידברות,https://www.biu.ac.il/article/12720,cooperative,yes,no,inter-university;government,dialogue;social issues;university role,The article highlights the university's efforts to promote public dialogue and cooperation on national issues.,392
BIU,08.02.2023 | יז שבט,פרופ' ז'אן סוסטיאל נבחר לאקדמיה הלאומית לרפואה מדעית,https://www.biu.ac.il/article/12701,mixed,no,yes,none,medical research;academic recognition;appointments,The article highlights membership in a prestigious academy as well as collaboration and contributions to medical research.,176
BIU,07.02.2023 | טז שבט,מיליון צפיות בקורס מבוא לפיזיקה-מכניקה,https://www.biu.ac.il/article/12697,cooperative,yes,no,inter-university,online_education;digital_courses;physics_education;accessibility,The article highlights collaboration with MIT to develop the course.,326
BIU,07.02.2023 | טז שבט,שבוע הגישה הפתוחה: פותחים את המדע לעולם,https://www.biu.ac.il/article/12693,neutral,yes,no,institutional,open science;research accessibility;academic events,The article is focused on promoting open science without competitive or cooperative emphasis.,303
BIU,06.02.2023 | טו שבט,5 חוקרים משפיעים בתקשורת,https://www.biu.ac.il/article/12653,competitive,no,yes,none,student_growth;research_influence;academic_excellence,The article emphasizes Bar-Ilan University's significant growth in student enrollment and highlights the notable achievements of its researchers.,339
BIU,31.01.2023 | ט שבט,"מרכז חדש בבר-אילן להכשרה בנדל""ן",https://www.biu.ac.il/article/12622,cooperative,yes,no,industry,professional education;real estate;innovation,The article highlights collaboration with industry experts for the development of the center.,253
BIU,30.01.2023 | ח שבט,מה כדאי לדעת לפני תקופת הבחינות,https://www.biu.ac.il/article/12610,neutral,yes,no,none,student life;academic tips,The article provides informational tips without emphasizing competition or collaboration.,667
BIU,30.01.2023 | ח שבט,פרס ירושלים לפרופ' זהבית גרוס,https://www.biu.ac.il/article/12609,competitive,no,yes,none,award;Holocaust research;international recognition;Jewish education,The article emphasizes the award and international recognition received by Prof. Gross for her educational contributions.,185
BIU,22.01.2023 | כט טבת,משחק מחשב שעוזר להתמודד עם דיכאון,https://www.biu.ac.il/article/12573,cooperative,yes,no,inter-university,mental health;brain research;technological innovation,The article highlights the collaborative effort in developing a computer game to aid in depression treatment.,127
BIU,22.01.2023 | כט טבת,השפעת השנה 2022 - קורס בפיזיקה להמונים,https://www.biu.ac.il/article/12567,competitive,no,yes,none,awards;ranking;innovation;education;research,The article focuses on achievements and rankings of individuals and projects within the university.,307
BIU,18.01.2023 | כה טבת,"מכון מחקר חדש הוקם ע""ש הרב זקס",https://www.biu.ac.il/article/12554,cooperative,yes,no,international,religion;education;international collaboration;leadership,The article highlights the establishment of a research institute emphasizing collaboration and international conferences.,314
BIU,15.01.2023 | כב טבת,הפקולטה למשפטים בבר-אילן במקום הראשון במבחני לשכת עורכי הדין,https://www.biu.ac.il/article/12526,competitive,no,yes,none,law;education;exams,The article emphasizes the university's top ranking in the national bar exam results.,155
BIU,12.01.2023 | יט טבת,5 מקומות אהובים בקמפוס אוניברסיטת בר-אילן,https://www.biu.ac.il/article/12515,neutral,no,yes,none,student_life;campus_aesthetics;ecology;innovation,The article mainly provides information on campus features and growth without clear signs of cooperation or competitive achievements.,355
BIU,27.04.2023 | ו אייר,5 מהסטודנטים המשפיעים של בר-אילן,https://www.biu.ac.il/article/12514,competitive,no,yes,none,student life;innovation;medicine;technology;disabilities,The article emphasizes the university's growth in student numbers,468
BIU,12.01.2023 | יט טבת,5 פרויקטים למען הקהילה והסביבה,https://www.biu.ac.il/article/12511,mixed,yes,yes,inter-university;industry;international,community engagement;environmental responsibility;public health;family violence prevention;smart cities,The article mentions both unique achievements and collaborative efforts with various stakeholders.,461
BIU,12.01.2023 | יט טבת,5 בוגרים משפיעים של אוניברסיטת בר-אילן,https://www.biu.ac.il/article/12510,competitive,no,yes,none,academic achievements;alumni success;research impact,The article emphasizes the university's growth in student numbers and advancements in research,727
BIU,15.01.2023 | כב טבת,5 מתחומי המחקר המשפיעים של בר-אילן,https://www.biu.ac.il/article/12472,competitive,no,yes,none,research;growth;innovation,The article emphasizes the university's exceptional achievements,553
BIU,05.01.2023 | יב טבת,פרופ' רחל אלתרמן נבחרה לחברת האקדמיה הלאומית למדעים,https://www.biu.ac.il/article/12450,mixed,yes,yes,international;inter-university,The article highlights both the National Science Academy election and collaboration in academic programs.,ERR,236
BIU,02.01.2023 | ט טבת,בר-אילן והטכניון יקימו מכון מחקר לאומי לאנרגיה,https://www.biu.ac.il/article/12425,cooperative,yes,no,inter-university;international,energy;research;collaboration;innovation,The article highlights cooperation between universities and international research groups for energy storage innovation.,394
BIU,01.01.2023 | ח טבת,מקום ראשון בסימולציית עסקים,https://www.biu.ac.il/article/12419,competitive,no,yes,none,awards;business simulation;international competition,The article emphasizes a student's first-place win in an international competition.,148
BIU,29.12.2022 | ה טבת,איך להתמודד עם אובדן שאינו מוות,https://www.biu.ac.il/article/12409,competitive,no,yes,none,social work;research impact;emotions,The article highlights the professor being named one of the most influential researchers globally.,282
BIU,29.12.2022 | ה טבת,משדה קרב - למרחב קרב,https://www.biu.ac.il/article/12403,neutral,yes,no,industry;military;technology,No signs of competition were found; the article focuses on collaboration and learning from past processes.,ERR,318
BIU,26.12.2022 | ב טבת,הצצה וירטואלית אל גוף האדם,https://www.biu.ac.il/article/12378,competitive,no,yes,none,technology;medical education;innovation,The article highlights the use of a first-of-its-kind innovative tool in Israel and among the first worldwide.,114
BIU,25.12.2022 | א טבת,רופאי העתיד מקדמים אורח חיים בריא בקהילה,https://www.biu.ac.il/article/12366,cooperative,yes,no,inter-university,health;education;research,The article emphasizes collaboration between students and patients in a health-focused educational program.,514
BIU,21.12.2022 | כז כסלו,שדה הקרב העתידי כבר כאן,https://www.biu.ac.il/article/12319,neutral,yes,no,inter-university,technology;military,No signs of competition found,495
BIU,21.12.2022 | כז כסלו,הכירו את גולדה - כלבת הנחייה הרובוטית,https://www.biu.ac.il/article/12318,cooperative,yes,no,industry;international,AI research and cooperation with guide dog centers are highlighted.,ERR,229
BIU,14.12.2022 | כ כסלו,נוף הגליל הצטרפה למיזם ספרת הסוכרת,https://www.biu.ac.il/article/12274,cooperative,yes,no,inter-university;industry;local government,health;community;public health,The article highlights cooperation between multiple organizations to tackle diabetes.,238
BIU,14.12.2022 | כ כסלו,חנוכה - חג המכבים,https://www.biu.ac.il/article/12271,mixed,no,no,none,Jewish-history;Hellenistic-period;Hanukkah-celebration,The article discusses historical context of Hanukkah and the Maccabean narrative without clear emphasis on either cooperation or competition.,278
BIU,12.12.2022 | יח כסלו,פרופ' עמרי קורן - מהמדענים המצוטטים בעולם,https://www.biu.ac.il/article/12253,competitive,no,yes,none,research;microbiome;recognition,The article highlights the scientist's inclusion in a prestigious global list for citations.,207
BIU,07.12.2022 | יג כסלו,סטודנט משפיע - חזי יפה,https://www.biu.ac.il/article/12224,cooperative,yes,no,industry,volunteering;society;community impact,The article emphasizes student volunteering and its positive impact on society.,227
BIU,06.12.2022 | יב כסלו,"ד""ר לירון רוזנקרנץ, בין 40 הצעירים המבטיחים של ""דה מרקר""",https://www.biu.ac.il/article/12198,competitive,no,yes,none,neuroscience;innovative_research;public_health,The article highlights Dr. Rosenkrantz's inclusion in a prestigious list for her unique and impactful research.,254
BIU,06.12.2022 | יב כסלו,שיטה מותאמת אישית לניטור מדדים פיזיולוגיים,https://www.biu.ac.il/article/12194,mixed,yes,yes,inter-university;industry;healthcare,The article reflects both collaboration in the establishment of a research consortium and competitive achievements like Dr. Douadi being recognized as an outstanding researcher.,ERR,236
BIU,23.04.2023 | ב אייר,המודל שיתריע מראש על הריון בסיכון,https://www.biu.ac.il/article/12183,cooperative,yes,no,inter-university;industry;international,healthcare;innovation;women's health;AI,The article highlights the collaboration between the university and a hospital for joint research and startup support.,513
BIU,04.12.2022 | י כסלו,הטיפול נגד אקנה הוכח כבטוח לשימוש,https://www.biu.ac.il/article/12171,cooperative,yes,no,international,pharmaceutical research;mental health;dermatology;psychiatry,The article highlights a collaboration between researchers from different universities for joint medical research.,346
BIU,30.11.2022 | ו כסלו,"""יישמנו את התוכנית האסטרטגית ליצירת אימפקט""",https://www.biu.ac.il/article/12141,mixed,yes,yes,inter-university,research;teaching;higher education;leadership;collaboration;rankings,The article highlights both achievements in international rankings and efforts to promote inter-departmental cooperation within the university.,691
BIU,28.11.2022 | ד כסלו,פרופ' דורון אורבך – מהמדענים המצוטטים בעולם,https://www.biu.ac.il/article/12125,competitive,yes,yes,inter-university;international,academic excellence;energy;environmental sustainability;scientific research,The article emphasizes Prof. Aurbach's inclusion in a prestigious citation ranking.,194
BIU,28.11.2022 | ד כסלו,בית ספר להיי טק וסייבר הוקם באוניברסיטת בר-אילן,https://www.biu.ac.il/article/12121,cooperative,yes,no,industry;education;technology,The article highlights partnerships with leading companies for certifications.,ERR,343
BIU,28.11.2022 | ד כסלו,לימודי ניהול מוצר: המסלול המהיר להיי טק,https://www.biu.ac.il/article/12120,cooperative,yes,no,industry;education;technology,The article emphasizes the collaboration between the university and the industry for a new academic program.,ERR,525
BIU,27.11.2022 | ג כסלו,בית ספר רב תחומי לקיימות וסביבה נפתח בבר-אילן,https://www.biu.ac.il/article/12114,cooperative,yes,no,inter-university,sustainability;education;interdisciplinary research,The article emphasizes collaboration across different research centers within the university.,471
BIU,27.11.2022 | ג כסלו,מדוע מדינות המפרץ משתלטות על הכדורגל העולמי,https://www.biu.ac.il/article/12112,mixed,yes,yes,international;sport;economy;culture,The article discusses both the collaboration of Gulf states in global football and their competitive ambitions on the international stage.,ERR,358
BIU,24.11.2022 | ל חשון,איך מונעים קריסה של מדינת ישראל?,https://www.biu.ac.il/article/12098,neutral,no,no,none,future studies;Jewish history;education,No signs of competition or collaboration were found.,267
BIU,24.11.2022 | ל חשון,פרס על תרומה מחקרית לפרופ' שרון גנות מהפקולטה להנדסה,https://www.biu.ac.il/article/12094,competitive,no,yes,none,research;awards;signal processing,The article highlights a prestigious international award received for groundbreaking research contributions.,207
BIU,23.11.2022 | כט חשון,מענק ERC לשני חוקרים חדשים מאוניברסיטת בר-אילן,https://www.biu.ac.il/article/12090,competitive,no,yes,none,research excellence;funding;law;marine ecology,The article emphasizes prestigious grants and the recognition of new researchers' excellence by the ERC.,326
BIU,22.11.2022 | כח חשון,אוניברסיטת בר-אילן נרתמת למאבק באלימות נגד נשים,https://www.biu.ac.il/article/12080,cooperative,yes,no,inter-university;industry;international,gender studies;violence prevention;social responsibility,The article highlights joint events and initiatives both internally and with external academic and research collaborations.,316
BIU,21.11.2022 | כז חשון,צוות המשא ומתן הטוב ביותר,https://www.biu.ac.il/article/12078,competitive,no,yes,none,competitions;legal education;student achievements,The article emphasizes the students' victory in a prestigious international competition.,125
BIU,17.11.2022 | כג חשון,בר-אילן במקום ה-75 במדד המעסיקים הטובים של גלובס,https://www.biu.ac.il/article/12037,competitive,no,yes,none,rankings;employee satisfaction;work environment;staff development,The article emphasizes the university's rise in an employer ranking.,176
BIU,14.11.2022 | כ חשון,הוקם פורום לחקר אלימות במשפחה,https://www.biu.ac.il/article/11936,cooperative,yes,no,inter-university,domestic violence;interdisciplinary research;women's rights,The article highlights a joint initiative by scholars to create a collaborative research forum.,306
BIU,10.11.2022 | טז חשון,הציעו שמות לכלב הנחייה הרובוטי,https://www.biu.ac.il/article/11921,mixed,yes,yes,industry;robotics;AI;assistive_technology,The article highlights collaboration with guide dog centers and mentions a special competition for students.,ERR,209
BIU,10.11.2022 | טז חשון,תרבות רפלקטית של זיכרון השואה - חינוך ואתגרים,https://www.biu.ac.il/article/11920,cooperative,yes,no,international,education;holocaust;international collaboration,The article highlights international collaboration for a conference on Holocaust memory and education.,81
BIU,23.04.2023 | ב אייר,250 איש נבדקו לסוכרת בקמפוס בר-אילן,https://www.biu.ac.il/article/11918,cooperative,yes,no,inter-university;community,health;community outreach;prevention,The article highlights collaboration between academic institutions and the community for health purposes.,276
BIU,06.11.2022 | יב חשון,קורס חדש לפיתוח עסקי ומדעי בתחום הביו-מד,https://www.biu.ac.il/article/11855,cooperative,yes,no,industry,education;collaboration;pharmaceutical,The article highlights a collaboration between Bar-Ilan University and Madison Pharma for educational purposes.,127
BIU,06.11.2022 | יב חשון,מרתון בדיקות עיניים ל-500 איש באשדוד,https://www.biu.ac.il/article/11849,cooperative,yes,no,international,community outreach;public health;international cooperation,The article highlights a cooperative initiative providing eye care to underserved populations with international collaboration.,204
BIU,03.11.2022 | ט חשון,מענק של 8.6 מיליון יורו לפיתוח טיפול חדשני לסרטן ומחלות זיהומיות,https://www.biu.ac.il/article/11848,mixed,yes,yes,international,research;innovation;cancer;infectious diseases,The article highlights a prestigious grant for innovative cancer research (competitive) and collaboration with international institutions (cooperative).,285
BIU,30.10.2022 | ה חשון,תחבורה ציבורית יעילה תשפר את איכות החיים,https://www.biu.ac.il/article/11825,neutral,no,no,none,transportation;public transport;innovation,No signs of competition or collaboration were found.,206
BIU,30.10.2022 | ה חשון,עיריית צפת הצטרפה לפרויקט ספירת הגליל למניעת סוכרת,https://www.biu.ac.il/article/11824,cooperative,yes,no,inter-university;industry;international,public health;diabetes prevention,The article emphasizes collaboration between the university,290
BIU,30.10.2022 | ה חשון,כיצד לתקשר מבלי להכיר האחד את השני,https://www.biu.ac.il/article/11820,competitive,no,yes,none,communication;research;innovation;awards,The article emphasizes the prestigious grant and leading position in the research field.,154
BIU,30.10.2022 | ה חשון,מערכת אטום המימן תלויה בצורה אלגברית באנרגיה,https://www.biu.ac.il/article/11819,neutral,yes,no,inter-university,quantum physics;mathematics;symmetries,No signs of competition or collaboration were found beyond mentioning colleagues.,236
BIU,27.10.2022 | ב חשון,פרופ' מלאכי נוקד זכה בפרס פתרונות האקלים,https://www.biu.ac.il/article/11813,competitive,no,yes,none,awards;innovation;environment;energy,The article emphasizes the winning of a prestigious climate solutions award and highlights innovation and achievement in the field.,209
BIU,24.10.2022 | כט תשרי,מדליות כסף לחברות נבחרת ישראל במדעי המחשב מבר-אילן,https://www.biu.ac.il/article/11798,mixed,yes,yes,inter-university;industry;international,education;competitions;women_in_STEM,The article highlights both competitive achievements and collaborative educational initiatives.,302
BIU,20.10.2022 | כה תשרי,הנשיא הרצוג: הלימוד באוניברסיטאות הוא העתיד של החברה,https://www.biu.ac.il/article/11786,neutral,yes,no,inter-university;sustainability;energy research;solar technology,The article is informative with a focus on research and collaboration without competitive elements.,ERR,267
BIU,19.10.2022 | כד תשרי,"חמש מתוך 11 הדיקנים בבר-אילן, הן נשים",https://www.biu.ac.il/article/11778,mixed,yes,yes,institutional,women in academia;leadership;diversity;appointments,The article discusses cooperative efforts to promote women in leadership roles while highlighting individual achievements and appointments.,531
BIU,19.10.2022 | כד תשרי,משפיעה במחקר על אריכות החיים,https://www.biu.ac.il/article/11777,competitive,no,yes,none,gerontology;recognition;international,The article emphasizes an individual being selected as one of the top researchers globally,295
BIU,18.10.2022 | כג תשרי,עמדות מידע ומפת קמפוס בר-אילן,https://www.biu.ac.il/article/11775,cooperative,yes,no,inter-university,student services;orientation,The article mentions a collaborative effort between the university and the student association for providing information and assistance.,60
BIU,25.09.2024 | כב אלול,"כל מה שצריך לדעת על פתיחת שנת הלימודים תשפ""ה",https://www.biu.ac.il/article/11762,neutral,no,no,none,information;student services;campus life,No signs of competition or collaboration were found.,751
BIU,02.10.2022 | ז תשרי,"פותחים את תשפ""ג",https://www.biu.ac.il/article/11743,neutral,no,no,none,none,ERR,49
BIU,02.10.2022 | ז תשרי,אפליקציית בר-אילן לסטודנטים,https://www.biu.ac.il/useful-information/information-and-systems/students-app,neutral,no,no,none,technology;student services,No signs of competition or collaboration were found.,62
BIU,02.10.2022 | ז תשרי,כל מה שחשוב לדעת על החיים בקמפוס,https://www.biu.ac.il/useful-information/orientation/campus-services,neutral,no,no,none,services;campus life,No signs of competition or collaboration were found.,1102
BIU,29.09.2022 | ד תשרי,שיתוף פעולה מחקרי בין ישראל למרוקו נחתם בבר-אילן,https://www.biu.ac.il/article/11735,cooperative,yes,no,international,energy;sustainability;international cooperation,The article highlights an international partnership between Israeli and Moroccan researchers for joint energy projects.,285
BIU,22.09.2022 | כו אלול,"כנס ""מוכנים להייטק 2022""",https://www.biu.ac.il/article/11728,cooperative,yes,no,industry,higher education;technology,The article highlights a collaboration between the university and Microsoft.,185
BIU,22.09.2022 | כו אלול,פני ההיסטוריה כפני האיגרת,https://www.biu.ac.il/article/11726,neutral,no,no,none,cultural history;Jewish traditions;communication,No signs of competition or collaboration were found.,442
BIU,21.09.2022 | כה אלול,איך מברכים לשנה טובה בווטסאפ,https://www.biu.ac.il/article/11725,mixed,yes,no,none;social networks;digital media;relationships,The article discusses both the collaborative nature of digital greetings in maintaining connections and the lack of competitive elements.,ERR,579
BIU,20.09.2022 | כד אלול,מענק של 3.6 יורו למרכז הרב תחומי לחקר המוח,https://www.biu.ac.il/article/11714,mixed,yes,yes,international,neuroscience;data science;innovation;education,The article mentions both a unique educational program involving international cooperation and highlights being the first Israeli university to receive a prestigious grant.,211
BIU,19.09.2022 | כג אלול,תואר שני במדעי המוח והנתונים: להשתלב במחקר בינלאומי ובתעשיות ההייטק והביוטק,https://www.biu.ac.il/article/11709,mixed,yes,yes,international,neuroscience;data science;AI;international collaboration;academic innovation,The article discusses both the unique international program and the competitive advantage of receiving an EU grant.,486
BIU,15.09.2022 | יט אלול,מבנה הדוקטרינה הנזיקית במשפט נתון להטיות בלתי מודעות,https://www.biu.ac.il/article/11694,neutral,no,no,none,legal studies;implicit bias;unjust enrichment,No signs of competition or collaboration were found.,337
BIU,12.09.2022 | טז אלול,האלגוריתם שישנה את דרכי צריכת המידע,https://www.biu.ac.il/article/11676,competitive,no,yes,none,computer science;research;machine learning,The article emphasizes the award-winning research achievements of the doctoral student.,356
BIU,23.10.2022 | כח תשרי,הספר שחיבר לראשונה בין המדע והפילוסופיה ליהדות,https://www.biu.ac.il/article/11674,mixed,yes,yes,international,philosophy;history;Jewish studies;technology,The article mentions both collaborative elements in translation efforts and competitive achievement with the ISF grant.,379
BIU,28.09.2022 | ג תשרי,ממצאים שוברי מוסכמות על אחזור קבצים,https://www.biu.ac.il/article/11668,mixed,no,yes,none,file management;technology;research findings;academic insights,The article discusses both research findings and a prestigious science grant,413
BIU,04.09.2022 | ח אלול,מה חשבו יהודי גרמניה על תושבי הקולוניות,https://www.biu.ac.il/article/11585,competitive,no,yes,none,research;colonialism;German-Jewish identity;racism;academic recognition;historical studies,The article emphasizes the professor's unique research and recognition with a prestigious grant.,354
BIU,22.10.2022 | כז תשרי,פיתוחים שמשנים את צורת ההסתכלות על מערכות קיימות,https://www.biu.ac.il/article/11576,mixed,yes,yes,inter-university,nanotechnology;optics;academic_roles;awards;religious_studies,The article highlights both academic achievements and collaborative efforts without a clear dominance of one tone.,309
BIU,01.09.2022 | ה אלול,נציגי 24 אוניברסיטאות מקנדה ביקרו בבר-אילן,https://www.biu.ac.il/article/11573,cooperative,yes,no,international,research collaboration;academic exchange;international cooperation,The article highlights the signing of an agreement for collaborative research and academic collaboration between universities from different countries.,262
BIU,02.10.2022 | ז תשרי,על המר ועל המתוק שבזיקנה,https://www.biu.ac.il/article/11565,neutral,no,no,none,education;gerontology,No signs of competition or collaboration were found.,777
BIU,29.08.2022 | ב אלול,מערכת לייצור חומר חיטוי ממי ברז,https://www.biu.ac.il/article/11554,cooperative,yes,no,industry,research;innovation;public health,The article highlights collaboration with an engineering team from a private company.,240
BIU,29.08.2022 | ב אלול,יד לאחות בדרכה האחרונה,https://www.biu.ac.il/article/11553,neutral,no,no,none,education;community service;spiritual care,No signs of competition or collaboration were found.,266
BIU,29.08.2022 | ב אלול,"כדי לחשוב בגדול, צריך להתנתק מהחלוקה השבטית בחברה",https://www.biu.ac.il/article/11549,competitive,no,yes,none,education;innovation;multidisciplinary,The article highlights a unique and multidisciplinary program emphasizing innovation in Jewish Studies.,347
BIU,25.08.2022 | כח אב,תואר אקדמי של אוניברסיטת בר-אילן למצטייני רימון,https://www.biu.ac.il/article/11528,cooperative,yes,no,inter-university,music;education;community,The article highlights a partnership between Bar-Ilan University and the Rimon School to offer an academic degree program.,208
BIU,24.08.2022 | כז אב,AcadeME - אתר לאיתור משרות לסטודנטים ובוגרי בר-אילן,https://www.biu.ac.il/article/11525,cooperative,yes,no,industry,employment;technology;partnerships,The article highlights Bar-Ilan University's cooperation with AcadeME to expand career opportunities for students.,273
BIU,25.08.2022 | כח אב,קרינה ננו-טכנולוגית שתייעל את הטיפול בסרטן,https://www.biu.ac.il/article/11515,competitive,no,yes,none,technology;cancer treatment;achievement;nanotechnology,The article emphasizes the achievements and unique aspects of Eli Veron's research and accomplishments.,234
BIU,22.08.2022 | כה אב,הזכות האלמנטרית לניידות ולנגישות בעיר,https://www.biu.ac.il/article/11514,neutral,no,no,none,urban mobility;social inclusion;gender studies,No signs of competition or collaboration were found.,390
BIU,11.08.2022 | יד אב,"אלופים אולימפיים במדעי המחשב, מהמרכז האוניברסיטאי לנוער בבר-אילן",https://www.biu.ac.il/article/11508,competitive,no,yes,none,competitions;education;computer science,The article emphasizes the university's success in winning multiple medals in international competitions.,166
BIU,11.12.2022 | יז כסלו,להתגבר על לקויות שפה בעזרת סיפורים,https://www.biu.ac.il/article/11503,cooperative,yes,no,inter-university;international,linguistics;education;multilingualism;neuroscience;child development,The article highlights collaboration with multiple institutions and research centers.,444
BIU,09.08.2022 | יב אב,לרתום את הקוונטום למען האנושות,https://www.biu.ac.il/article/11502,competitive,no,yes,none,quantum computing;quantum information;scholarship,The article emphasizes the award of a prestigious scholarship and the innovative nature of quantum research.,339
BIU,08.08.2022 | יא אב,לימוד יסוד ביהדות: כשהחובה הופכת לזכות,https://www.biu.ac.il/article/11499,neutral,no,no,none,education;course offerings,No signs of competition or collaboration were found.,734
BIU,04.08.2022 | ז אב,עוצמות: השכלה אקדמית לאנשים עם מוגבלות שכלית,https://www.biu.ac.il/article/11494,cooperative,yes,no,inter-university,disability;education;innovation,The article highlights collaboration to enhance education for individuals with intellectual disabilities.,503
BIU,02.08.2022 | ה אב,תוכנית בינלאומית חדשה במדעי המוח ומדעי הנתונים,https://www.biu.ac.il/article/11487,mixed,yes,yes,international,neuroscience;data science;international collaboration;innovation,The article discusses an international collaborative initiative and highlights a prestigious grant win,243
BIU,17.11.2022 | כג חשון,"נשיא בר-אילן נבחר ליו""ר ועד ראשי האוניברסיטאות",https://www.biu.ac.il/article/11485,cooperative,yes,no,inter-university,leadership;academia;Israeli academia;science promotion,The article emphasizes collaboration with other university leaders to strengthen Israeli academia.,186
BIU,01.08.2022 | ד אב,כנס המכון לחקר הגורם האנושי לתאונות דרכים,https://www.biu.ac.il/article/11480,mixed,yes,yes,inter-university;industry;international,transportation;safety;research;innovation;policy;technology,The article includes both cooperation in research and competition in technological advancement but neither dominates clearly.,681
BIU,23.04.2023 | ב אייר,עיריית נצרת הצטרפה לפרויקט ספירת הסוכרת,https://www.biu.ac.il/article/11475,cooperative,yes,no,inter-university;industry,public health;diabetes;community engagement;scientific collaboration,The article highlights collaboration among academic,366
BIU,28.07.2022 | כט תמוז,חיידקי מעיים יסייעו במניעת מחלת הזאבת,https://www.biu.ac.il/article/11472,cooperative,yes,yes,international,autoimmune diseases;microbiome;international collaboration;innovative research,The article highlights international collaboration alongside mentions of prestigious awards and competition for funding.,228
BIU,24.07.2022 | כה תמוז,מאה אחוזי הצלחה בבחינת לשכת עורכי הדין,https://www.biu.ac.il/article/11459,competitive,no,yes,none,law;examinations;academic performance,The article emphasizes the exceptional success rate of specific universities in the bar exam.,65
BIU,18.07.2022 | יט תמוז,תואר שני בבינה מלאכותית ובמדעי הנתונים,https://www.biu.ac.il/article/11450,mixed,yes,yes,inter-university;industry,AI;robotics;research;innovation,The article highlights collaboration with other universities and industry alongside emphasizing the department's leading status in AI and unique achievements in robotics research.,1057
