institution,Date,Title,URL,tone,mentions_cooperation,mentions_competition,cooperation_type,thematic_tags,justification,length_words
HAIFA,30.11.2015,ועדת מינויים והעלאות,https://www.haifa.ac.il/2015/11/30/%d7%95%d7%a2%d7%93%d7%aa-%d7%9e%d7%99%d7%a0%d7%95%d7%99%d7%99%d7%9d-%d7%95%d7%94%d7%a2%d7%9c%d7%90%d7%95%d7%aa/,neutral,no,no,none,administration;committees,No signs of competition or collaboration were found.,298
HAIFA,30.11.2015,הנחיות למועמדים,https://www.haifa.ac.il/2015/11/30/%d7%94%d7%a0%d7%97%d7%99%d7%95%d7%aa-%d7%9c%d7%9e%d7%95%d7%a2%d7%9e%d7%93%d7%99%d7%9d/,neutral,no,no,none,admissions;application-process,No signs of competition or collaboration were found.,338
HAIFA,30.11.2015,תפקיד המחלקה,https://www.haifa.ac.il/2015/11/30/%d7%aa%d7%a4%d7%a7%d7%99%d7%93-%d7%94%d7%9e%d7%97%d7%9c%d7%a7%d7%94/,neutral,no,no,none,administration;human resources,No signs of competition or collaboration were found.,267
HAIFA,02.11.2015,כנס על התפוצה היהודית בעת העתיקה,https://www.haifa.ac.il/2015/11/02/%d7%9b%d7%a0%d7%a1-%d7%a2%d7%9c-%d7%94%d7%aa%d7%a4%d7%95%d7%a6%d7%94-%d7%94%d7%99%d7%94%d7%95%d7%93%d7%99%d7%aa-%d7%91%d7%a2%d7%aa-%d7%94%d7%a2%d7%aa%d7%99%d7%a7%d7%94/,neutral,no,no,none,information;campus;services,No signs of competition or collaboration were found.,253
HAIFA,03.11.2015,פתיחת התערוכה של בית הספר למדעי הים,https://www.haifa.ac.il/2015/11/03/%d7%a4%d7%aa%d7%99%d7%97%d7%aa-%d7%94%d7%aa%d7%a2%d7%a8%d7%95%d7%9b%d7%94-%d7%a9%d7%9c-%d7%91%d7%99%d7%aa-%d7%94%d7%a1%d7%a4%d7%a8-%d7%9c%d7%9e%d7%93%d7%a2%d7%99-%d7%94%d7%99%d7%9d/,neutral,no,no,none,information;history,No signs of competition or collaboration were found.,254
HAIFA,08.11.2015,קידום תלמידות בבחירת לימודי מדע וטכנולוגיה,https://www.haifa.ac.il/2015/11/08/%d7%a7%d7%99%d7%93%d7%95%d7%9d-%d7%aa%d7%9c%d7%9e%d7%99%d7%93%d7%95%d7%aa-%d7%91%d7%91%d7%97%d7%99%d7%a8%d7%aa-%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%9e%d7%93%d7%a2-%d7%95%d7%98%d7%9b%d7%a0%d7%95/,neutral,no,no,none,information;university facilities;student services,No signs of competition or collaboration were found.,253
HAIFA,03.11.2015,"כנס חיפה השלישי לחקר הים התיכון בנושא ספנות, נמלים ואסטרטגיה במזרח הים התיכון",https://www.haifa.ac.il/2015/11/03/%d7%9b%d7%a0%d7%a1-%d7%97%d7%99%d7%a4%d7%94-%d7%94%d7%a9%d7%9c%d7%99%d7%a9%d7%99-%d7%9c%d7%97%d7%a7%d7%a8-%d7%94%d7%99%d7%9d-%d7%94%d7%aa%d7%99%d7%9b%d7%95%d7%9f-%d7%91%d7%a0%d7%95%d7%a9%d7%90-%d7%a1/,neutral,no,no,none,institutional information;campus information,No signs of competition or collaboration were found.,260
HAIFA,09.11.2015,הכנס הראשון לניהול מדעי וכלכלי של משאבי ים וחוף,https://www.haifa.ac.il/2015/11/09/%d7%94%d7%9b%d7%a0%d7%a1-%d7%94%d7%a8%d7%90%d7%a9%d7%95%d7%9f-%d7%9c%d7%a0%d7%99%d7%94%d7%95%d7%9c-%d7%9e%d7%93%d7%a2%d7%99-%d7%95%d7%9b%d7%9c%d7%9b%d7%9c%d7%99-%d7%a9%d7%9c-%d7%9e%d7%a9%d7%90%d7%91/,neutral,no,no,none,events;conferences,No signs of competition or collaboration were found.,256
HAIFA,11.11.2015,סדנא בנושא כלים תת ימיים לא מאוישים וסונרים,https://www.haifa.ac.il/2015/11/11/%d7%a1%d7%93%d7%a0%d7%90-%d7%91%d7%a0%d7%95%d7%a9%d7%90-%d7%9b%d7%9c%d7%99%d7%9d-%d7%aa%d7%aa-%d7%99%d7%9e%d7%99%d7%99%d7%9d-%d7%9c%d7%90-%d7%9e%d7%90%d7%95%d7%99%d7%a9%d7%99%d7%9d-%d7%95%d7%a1%d7%95/,neutral,no,no,none,events;workshop,No signs of competition or collaboration were found.,255
HAIFA,16.11.2015,"סמינר בת שבע: הקשר בין מדע סביבתי למדיניות סביבתית, המקרה של אגן לבנט",https://www.haifa.ac.il/2015/11/16/%d7%a1%d7%9e%d7%99%d7%a0%d7%a8-%d7%91%d7%aa-%d7%a9%d7%91%d7%a2-%d7%94%d7%a7%d7%a9%d7%a8-%d7%91%d7%99%d7%9f-%d7%9e%d7%93%d7%a2-%d7%a1%d7%91%d7%99%d7%91%d7%aa%d7%99-%d7%9c%d7%9e%d7%93%d7%99%d7%a0%d7%99/,neutral,no,no,none,academic;environment,No signs of competition or collaboration were found.,260
HAIFA,18.11.2015,השקת ספר: פרקטיקות מבוססות ראיות במדעי הבריאות והרווחה: תיאוריה ומעשה,https://www.haifa.ac.il/2015/11/18/%d7%94%d7%a9%d7%a7%d7%aa-%d7%a1%d7%a4%d7%a8-%d7%a4%d7%a8%d7%a7%d7%98%d7%99%d7%a7%d7%95%d7%aa-%d7%9e%d7%91%d7%95%d7%a1%d7%a1%d7%95%d7%aa-%d7%a8%d7%90%d7%99%d7%95%d7%aa-%d7%91%d7%9e%d7%93%d7%a2%d7%99/,neutral,no,no,none,information;history,No signs of competition or collaboration were found.,257
HAIFA,23.11.2015,כנס זוטר – להשיח את הדעת,https://www.haifa.ac.il/2015/11/23/%d7%9b%d7%a0%d7%a1-%d7%96%d7%95%d7%98%d7%a8-%d7%9c%d7%94%d7%a9%d7%99%d7%97-%d7%90%d7%aa-%d7%94%d7%93%d7%a2%d7%aa/,neutral,no,no,none,information,No signs of competition or collaboration were found.,253
HAIFA,25.10.2015,מפת חניונים,https://www.haifa.ac.il/2015/10/25/%d7%9e%d7%a4%d7%aa-%d7%97%d7%a0%d7%99%d7%95%d7%a0%d7%99%d7%9d/,neutral,no,no,none,information;campus;admissions,No signs of competition or collaboration were found.,249
HAIFA,25.10.2015,שערי כניסה לאוניברסיטת חיפה הולכי רגל ורכבים,https://www.haifa.ac.il/2015/10/25/%d7%a9%d7%a2%d7%a8%d7%99-%d7%9b%d7%a0%d7%99%d7%a1%d7%94-%d7%9c%d7%90%d7%95%d7%a0%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%98%d7%aa-%d7%97%d7%99%d7%a4%d7%94-%d7%94%d7%95%d7%9c%d7%9b%d7%99-%d7%a8%d7%92%d7%9c/,neutral,no,no,none,information;campus,No signs of competition or collaboration were found.,254
HAIFA,25.10.2015,תו חנייה תואר ראשון,https://www.haifa.ac.il/2015/10/25/%d7%aa%d7%95-%d7%97%d7%a0%d7%99%d7%99%d7%94-%d7%aa%d7%95%d7%90%d7%a8-%d7%a8%d7%90%d7%a9%d7%95%d7%9f/,neutral,no,no,none,student services;parking,No signs of competition or collaboration were found.,288
HAIFA,25.10.2015,מוקד ביטחון ובטיחות,https://www.haifa.ac.il/2015/10/25/%d7%9e%d7%95%d7%a7%d7%93-%d7%91%d7%99%d7%98%d7%97%d7%95%d7%9f-%d7%95%d7%91%d7%98%d7%99%d7%97%d7%95%d7%aa/,neutral,no,no,none,information;promotion,No signs of competition or collaboration were found.,250
HAIFA,25.10.2015,תאונות דרכים,https://www.haifa.ac.il/2015/10/25/%d7%aa%d7%90%d7%95%d7%a0%d7%95%d7%aa-%d7%93%d7%a8%d7%9b%d7%99%d7%9d/,neutral,no,no,none,governance;general information,No signs of competition or collaboration were found.,249
HAIFA,25.10.2015,אודות,https://www.haifa.ac.il/2015/10/25/%d7%90%d7%95%d7%93%d7%95%d7%aa-2/,neutral,no,no,none,institutional information;campus details,The article provides informational content without signs of competition or collaboration.,248
HAIFA,18.10.2015,We wish you a successful start to your studies at the University of Haifa,https://www.haifa.ac.il/2015/10/18/we-wish-you-a-successful-start-to-your-studies-at-the-university-of-haifa/,neutral,no,no,none,information;campus;academic programs,No signs of competition or collaboration were found.,261
HAIFA,25.10.2015,שערי כניסה לרכב והולכי רגל,https://www.haifa.ac.il/2015/10/25/%d7%a9%d7%a2%d7%a8%d7%99-%d7%9b%d7%a0%d7%99%d7%a1%d7%94-%d7%9c%d7%a8%d7%9b%d7%91-%d7%95%d7%94%d7%95%d7%9c%d7%9b%d7%99-%d7%a8%d7%92%d7%9c/,neutral,no,no,none,campus information;accessibility,The article provides information about entrance gate schedules without mentioning competition or cooperation.,317
HAIFA,25.10.2015,פירוט מחירי תווי חניה :,https://www.haifa.ac.il/2015/10/25/%d7%a4%d7%99%d7%a8%d7%95%d7%98-%d7%9e%d7%97%d7%99%d7%a8%d7%99-%d7%aa%d7%95%d7%95%d7%99-%d7%97%d7%a0%d7%99%d7%94/,neutral,no,no,none,information;services,No signs of competition or collaboration were found.,252
HAIFA,25.10.2015,סינדול רכבים,https://www.haifa.ac.il/2015/10/25/%d7%a1%d7%99%d7%a0%d7%93%d7%95%d7%9c-%d7%a8%d7%9b%d7%91%d7%99%d7%9d/,neutral,no,no,none,information;university,No signs of competition or collaboration were found.,249
HAIFA,25.10.2015,מועדי חלוקת תוויות חניה:,https://www.haifa.ac.il/2015/10/25/%d7%9e%d7%95%d7%a2%d7%93%d7%99-%d7%97%d7%9c%d7%95%d7%a7%d7%aa-%d7%aa%d7%95%d7%95%d7%99%d7%95%d7%aa-%d7%97%d7%a0%d7%99%d7%94/,neutral,no,no,none,governance;announcements,No signs of competition or collaboration were found.,251
HAIFA,25.10.2015,מחלקת ביטחון,https://www.haifa.ac.il/2015/10/25/%d7%9e%d7%97%d7%9c%d7%a7%d7%aa-%d7%91%d7%99%d7%98%d7%97%d7%95%d7%9f/,neutral,no,no,none,governance;general information,No signs of competition or collaboration were found.,249
HAIFA,25.10.2015,זכאות לרכישה או קבלת תו חניה,https://www.haifa.ac.il/2015/10/25/%d7%96%d7%9b%d7%90%d7%95%d7%aa-%d7%9c%d7%a8%d7%9b%d7%99%d7%a9%d7%94-%d7%90%d7%95-%d7%a7%d7%91%d7%9c%d7%aa-%d7%aa%d7%95-%d7%97%d7%a0%d7%99%d7%94/,neutral,no,no,none,information;university facilities,No signs of competition or collaboration were found.,253
HAIFA,08.10.2015,More “Global” Individuals Contribute Less,https://www.haifa.ac.il/2015/10/08/more-global-individuals-contribute-less/,neutral,no,no,none,information,No signs of competition or collaboration were found.,252
HAIFA,13.10.2015,שם הכנס בעברית: סדנאת מחקר ישראלי גרמני – חינוך בהנדסת תוכנה,https://www.haifa.ac.il/2015/10/13/%d7%a9%d7%9d-%d7%94%d7%9b%d7%a0%d7%a1-%d7%91%d7%a2%d7%91%d7%a8%d7%99%d7%aa-%d7%a1%d7%93%d7%a0%d7%90%d7%aa-%d7%9e%d7%97%d7%a7%d7%a8-%d7%99%d7%a9%d7%a8%d7%90%d7%9c%d7%99-%d7%92%d7%a8%d7%9e%d7%a0%d7%99/,neutral,no,no,none,information;announcements,No signs of competition or collaboration were found.,258
HAIFA,14.10.2015,שנת המשפט תשע”ה – סיכום והערכה,https://www.haifa.ac.il/2015/10/14/%d7%a9%d7%a0%d7%aa-%d7%94%d7%9e%d7%a9%d7%a4%d7%98-%d7%aa%d7%a9%d7%a2%d7%94-%d7%a1%d7%99%d7%9b%d7%95%d7%9d-%d7%95%d7%94%d7%a2%d7%a8%d7%9b%d7%94-2/,neutral,no,no,none,information;overview,No signs of competition or collaboration were found.,253
HAIFA,19.10.2015,כנס לונסברי – בנושא שיתוף פעולה אזורי בין מדינות האגן המזרחי של הים התיכון,https://www.haifa.ac.il/2015/10/19/%d7%9b%d7%a0%d7%a1-%d7%9c%d7%95%d7%a0%d7%a1%d7%91%d7%a8%d7%99-%d7%91%d7%a0%d7%95%d7%a9%d7%90-%d7%a9%d7%99%d7%aa%d7%95%d7%a3-%d7%a4%d7%a2%d7%95%d7%9c%d7%94-%d7%90%d7%96%d7%95%d7%a8%d7%99-%d7%91%d7%99/,cooperative,yes,no,international,regional cooperation;Mediterranean Basin,The article is about a conference focused on regional cooperation between countries.,261
HAIFA,21.10.2015,טקס פתיחת שנת הלימודים תשע”ו!!,https://www.haifa.ac.il/2015/10/21/%d7%98%d7%a7%d7%a1-%d7%a4%d7%aa%d7%99%d7%97%d7%aa-%d7%a9%d7%a0%d7%aa-%d7%94%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99%d7%9d-%d7%aa%d7%a9%d7%a2%d7%95/,neutral,no,no,none,information;campus,No signs of competition or collaboration were found.,252
HAIFA,21.10.2015,אודישנים לתזמורת הערבית-יהודית לשנה”ל תשע”ו,https://www.haifa.ac.il/2015/10/21/%d7%90%d7%95%d7%93%d7%99%d7%a9%d7%a0%d7%99%d7%9d-%d7%9c%d7%aa%d7%96%d7%9e%d7%95%d7%a8%d7%aa-%d7%94%d7%a2%d7%a8%d7%91%d7%99%d7%aa-%d7%99%d7%94%d7%95%d7%93%d7%99%d7%aa-%d7%9c%d7%a9%d7%a0%d7%94%d7%9c/,neutral,no,no,none,academia,No signs of competition or collaboration were found.,252
HAIFA,14.10.2015,שנת המשפט תשע”ה – סיכום והערכה,https://www.haifa.ac.il/2015/10/14/%d7%a9%d7%a0%d7%aa-%d7%94%d7%9e%d7%a9%d7%a4%d7%98-%d7%aa%d7%a9%d7%a2%d7%94-%d7%a1%d7%99%d7%9b%d7%95%d7%9d-%d7%95%d7%94%d7%a2%d7%a8%d7%9b%d7%94/,neutral,no,no,none,institutional information,No signs of competition or collaboration were found.,253
HAIFA,22.10.2015,פתיחת תערוכת קונראד אדנאוור,https://www.haifa.ac.il/2015/10/22/%d7%a4%d7%aa%d7%99%d7%97%d7%aa-%d7%aa%d7%a2%d7%a8%d7%95%d7%9b%d7%aa-%d7%a7%d7%95%d7%a0%d7%a8%d7%90%d7%93-%d7%90%d7%93%d7%a0%d7%90%d7%95%d7%95%d7%a8/,neutral,no,no,none,events;exhibition;campus life,The article is informative and provides details about the university without mentioning cooperation or competition.,251
HAIFA,15.10.2015,הדירה – הצגה מטעם אקי”ם,https://www.haifa.ac.il/2015/10/15/%d7%94%d7%93%d7%99%d7%a8%d7%94-%d7%94%d7%a6%d7%92%d7%94-%d7%9e%d7%98%d7%a2%d7%9d-%d7%90%d7%a7%d7%99%d7%9d/,neutral,no,no,none,academic excellence,No signs of competition or collaboration were found.,252
HAIFA,22.10.2015,פאנל דיונים בנושא היחסים המדעיים בין ישראל וגרמניה,https://www.haifa.ac.il/2015/10/22/%d7%a4%d7%90%d7%a0%d7%9c-%d7%93%d7%99%d7%95%d7%a0%d7%99%d7%9d-%d7%91%d7%a0%d7%95%d7%a9%d7%90-%d7%94%d7%99%d7%97%d7%a1%d7%99%d7%9d-%d7%94%d7%9e%d7%93%d7%a2%d7%99%d7%99%d7%9d-%d7%91%d7%99%d7%9f-%d7%99/,cooperative,yes,no,international,science relations;Israel-Germany,The article mentions international scientific relations but does not focus on competitive or cooperative tone.,255
HAIFA,25.10.2015,עצרת זיכרון ליום השנה לרצח יצחק רבין ז”ל,https://www.haifa.ac.il/2015/10/25/%d7%a2%d7%a6%d7%a8%d7%aa-%d7%96%d7%99%d7%9b%d7%a8%d7%95%d7%9f-%d7%9c%d7%99%d7%95%d7%9d-%d7%94%d7%a9%d7%a0%d7%94-%d7%9c%d7%a8%d7%a6%d7%97-%d7%99%d7%a6%d7%97%d7%a7-%d7%a8%d7%91%d7%99%d7%9f-%d7%96%d7%9c/,neutral,no,no,none,campus;events,No signs of competition or collaboration were found.,255
HAIFA,15.10.2015,כנס בוגרים – ביה”ס לטיפול באמנויות,https://www.haifa.ac.il/2015/10/15/%d7%9b%d7%a0%d7%a1-%d7%91%d7%95%d7%92%d7%a8%d7%99%d7%9d-%d7%91%d7%99%d7%94%d7%a1-%d7%9c%d7%98%d7%99%d7%a4%d7%95%d7%9c-%d7%91%d7%90%d7%9e%d7%a0%d7%95%d7%99%d7%95%d7%aa/,neutral,no,no,none,information;campus,No signs of competition or collaboration were found.,253
HAIFA,25.10.2015,הזמנה להצטרף לעשייה מוסיקלית במסגרת הרכבים מוסיקליים – החוג למוסיקה,https://www.haifa.ac.il/2015/10/25/%d7%94%d7%96%d7%9e%d7%a0%d7%94-%d7%9c%d7%94%d7%a6%d7%98%d7%a8%d7%a3-%d7%9c%d7%a2%d7%a9%d7%99%d7%99%d7%94-%d7%9e%d7%95%d7%a1%d7%99%d7%a7%d7%9c%d7%99%d7%aa-%d7%91%d7%9e%d7%a1%d7%92%d7%a8%d7%aa-%d7%94/,neutral,no,no,none,admissions;student services,No signs of competition or collaboration were found.,257
HAIFA,02.09.2015,عن الجامعة,https://www.haifa.ac.il/2015/09/02/%d8%b9%d9%86-%d8%a7%d9%84%d8%ac%d8%a7%d9%85%d8%b9%d8%a9/,neutral,no,no,none,academia;campus;student services,No signs of competition or collaboration were found.,249
HAIFA,07.09.2015,תקלה בפורטל הסטודנטים,https://www.haifa.ac.il/2015/09/07/%d7%aa%d7%a7%d7%9c%d7%94-%d7%91%d7%a4%d7%95%d7%a8%d7%98%d7%9c-%d7%94%d7%a1%d7%98%d7%95%d7%93%d7%a0%d7%98%d7%99%d7%9d/,neutral,no,no,none,information;student_services,No signs of competition or collaboration were found.,250
HAIFA,21.09.2015,Happy Sukkot,https://www.haifa.ac.il/2015/09/21/happy-sukkot/,neutral,no,no,none,information;campus;services,No signs of competition or collaboration were found.,249
HAIFA,21.09.2015,Yom Kippur,https://www.haifa.ac.il/2015/09/21/yom-kippur/,neutral,no,no,none,information,No signs of competition or collaboration were found.,249
HAIFA,17.09.2015,Shana Tova from the University of Haifa,https://www.haifa.ac.il/2015/09/17/shana-tova-from-the-university-of-haifa/,neutral,no,no,none,holiday;university life,No signs of competition or collaboration were found.,254
HAIFA,17.09.2015,"Strained relationships between sisters, one of whom has an eating disorder, can cause the healthy sister to develop high emotional distress and depression",https://www.haifa.ac.il/2015/09/17/strained-relationships-between-sisters-one-of-whom-has-an-eating-disorder-can-cause-the-healthy-sister-to-develop-high-emotional-distress-and-depression/,neutral,no,no,none,general information;campus;admissions,The article is purely informational without signs of competition or collaboration.,270
HAIFA,02.09.2015,"The Ceremonial Sounds that Accompanied Our Ancestors’ Funerals, 15,000 Years Ago",https://www.haifa.ac.il/2015/09/02/the-ceremonial-sounds-that-accompanied-our-ancestors-funerals-15-000-years-ago/,,000 Years Ago,neutral,no,no,none,258
HAIFA,03.09.2015,מפגש מתעניינים ללימודי תואר שני בחוג לספרות עברית והשוואתית,https://www.haifa.ac.il/2015/09/03/%d7%9e%d7%a4%d7%92%d7%a9-%d7%9e%d7%aa%d7%a2%d7%a0%d7%99%d7%99%d7%a0%d7%99%d7%9d-%d7%9c%d7%9c%d7%99%d7%9e%d7%95%d7%93%d7%99-%d7%aa%d7%95%d7%90%d7%a8-%d7%a9%d7%a0%d7%99-%d7%91%d7%97%d7%95%d7%92-%d7%9c/,neutral,no,no,none,none,No signs of competition or collaboration were found.,256
HAIFA,07.09.2015,כנס המורפולוגיה הים תיכוני,https://www.haifa.ac.il/2015/09/07/%d7%9b%d7%a0%d7%a1-%d7%94%d7%9e%d7%95%d7%a8%d7%a4%d7%95%d7%9c%d7%95%d7%92%d7%99%d7%94-%d7%94%d7%99%d7%9d-%d7%aa%d7%99%d7%9b%d7%95%d7%a0%d7%99/,neutral,no,no,none,events;information,No signs of competition or collaboration were found.,251
HAIFA,09.09.2015,עבודות נבחרות,https://www.haifa.ac.il/2015/09/09/%d7%a2%d7%91%d7%95%d7%93%d7%95%d7%aa-%d7%a0%d7%91%d7%97%d7%a8%d7%95%d7%aa/,neutral,no,no,none,information;campus;admissions,No signs of competition or collaboration were found.,249
HAIFA,21.09.2015,ליל המדענים באוניברסיטת חיפה – בנושא המוח!,https://www.haifa.ac.il/2015/09/21/%d7%9c%d7%99%d7%9c-%d7%94%d7%9e%d7%93%d7%a2%d7%a0%d7%99%d7%9d-%d7%91%d7%90%d7%95%d7%a0%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%98%d7%aa-%d7%97%d7%99%d7%a4%d7%94-%d7%91%d7%a0%d7%95%d7%a9%d7%90-%d7%94%d7%9e/,neutral,no,no,none,events;brain research,No signs of competition or collaboration were found.,254
HAIFA,09.08.2015,אימון כוח נגד הכבד השומני,https://www.haifa.ac.il/2015/08/09/%d7%90%d7%99%d7%9e%d7%95%d7%9f-%d7%9b%d7%95%d7%97-%d7%a0%d7%92%d7%93-%d7%94%d7%9b%d7%91%d7%93-%d7%94%d7%a9%d7%95%d7%9e%d7%a0%d7%99/,neutral,no,no,none,health;fitness;research,No signs of competition or collaboration were found.,252
HAIFA,23.08.2015,התנדבות תמורת נ”ז,https://www.haifa.ac.il/2015/08/23/%d7%94%d7%aa%d7%a0%d7%93%d7%91%d7%95%d7%aa-%d7%aa%d7%9e%d7%95%d7%a8%d7%aa-%d7%a0%d7%96/,neutral,no,no,none,information;campus;admissions,The article is informational and provides no signs of competition or collaboration.,250
HAIFA,25.08.2015,Annual summer vacation between 26.8-1.9,https://www.haifa.ac.il/2015/08/25/annual-summer-vacation-between-26-8-1-9/,neutral,no,no,none,university information;services,No signs of competition or collaboration were found.,252
HAIFA,23.08.2015,מועצת קמפוס ירוק,https://www.haifa.ac.il/2015/08/23/%d7%9e%d7%95%d7%a2%d7%a6%d7%aa-%d7%a7%d7%9e%d7%a4%d7%95%d7%a1-%d7%99%d7%a8%d7%95%d7%a7/,neutral,no,no,none,information;admissions;student services,No signs of competition or collaboration were found.,250
HAIFA,23.08.2015,אודות,https://www.haifa.ac.il/2015/08/23/%d7%90%d7%95%d7%93%d7%95%d7%aa/,neutral,no,no,none,information;campus,No signs of competition or collaboration were found.,248
HAIFA,23.08.2015,ברוכים הבאים לקמפוס ירוק,https://www.haifa.ac.il/2015/08/23/%d7%91%d7%a8%d7%95%d7%9b%d7%99%d7%9d-%d7%94%d7%91%d7%90%d7%99%d7%9d/,mixed,yes,yes,inter-university;sustainability;environmental awareness;energy efficiency,The article highlights cooperation within the university and achievements in sustainability, alongside recognition as a leading environmental campus.,480
HAIFA,13.08.2015,"Has the “Baron de Rothschild’s Ship”, Lost over 100 Years Ago, Been Found?",https://www.haifa.ac.il/2015/08/13/has-the-baron-de-rothschild-s-ship-lost-over-100-years-ago-been-found/, neutral,no,no,none,history;archaeology,No signs of competition or collaboration were found.,260
HAIFA,13.08.2015,Big Data and the Social Character of Genes,https://www.haifa.ac.il/2015/08/13/big-data-and-the-social-character-of-genes/,neutral,no,no,none,information;services,No signs of competition or collaboration were found.,255
HAIFA,09.08.2015,New Initiative: Massive Purchasing Group to Buy 1.4% of Earth in Order to Save the Planet,https://www.haifa.ac.il/2015/08/09/new-initiative-massive-purchasing-group-to-buy-1-4-of-earth-in-order-to-save-the-planet/,mixed,yes,yes,none,sustainability;environment,The article mentions both a new initiative and hints at a cooperative effort to address environmental issues.,263
HAIFA,09.08.2015,How Emotions Influence Learning and Memory Processes in the Brain,https://www.haifa.ac.il/2015/08/09/how-emotions-influence-learning-and-memory-processes-in-the-brain/,neutral,no,no,none,education;emotions,No signs of competition or collaboration were found.,257
HAIFA,02.08.2015,סדנאות הקיץ במוזיאון הכט,https://www.haifa.ac.il/2015/08/02/%d7%a1%d7%93%d7%a0%d7%90%d7%95%d7%aa-%d7%94%d7%a7%d7%99%d7%a5-%d7%91%d7%9e%d7%95%d7%96%d7%99%d7%90%d7%95%d7%9f-%d7%94%d7%9b%d7%98/,neutral,no,no,none,academic programs;campus information,No signs of competition or collaboration were found.,251
HAIFA,09.08.2015,פסטיבל ים וקולנוע בסינמטק חיפה – חלק א,https://www.haifa.ac.il/2015/08/09/%d7%a4%d7%a1%d7%98%d7%99%d7%91%d7%9c-%d7%99%d7%9d-%d7%95%d7%a7%d7%95%d7%9c%d7%a0%d7%95%d7%a2-%d7%91%d7%a1%d7%99%d7%a0%d7%9e%d7%98%d7%a7-%d7%97%d7%99%d7%a4%d7%94-%d7%97%d7%9c%d7%a7-%d7%90/,neutral,no,no,none,announcements;academic excellence,No signs of competition or collaboration were found.,255
HAIFA,10.08.2015,פסטיבל ים וקולנוע בסינמטק חיפה – חלק ב,https://www.haifa.ac.il/2015/08/10/%d7%a4%d7%a1%d7%98%d7%99%d7%91%d7%9c-%d7%99%d7%9d-%d7%95%d7%a7%d7%95%d7%9c%d7%a0%d7%95%d7%a2-%d7%91%d7%a1%d7%99%d7%a0%d7%9e%d7%98%d7%a7-%d7%97%d7%99%d7%a4%d7%94-%d7%97%d7%9c%d7%a7-%d7%91/,neutral,no,no,none,academic excellence;campus,No signs of competition or collaboration were found.,255
HAIFA,11.08.2015,פסטיבל ים וקולנוע בסינמטק חיפה – חלק ג,https://www.haifa.ac.il/2015/08/11/%d7%a4%d7%a1%d7%98%d7%99%d7%91%d7%9c-%d7%99%d7%9d-%d7%95%d7%a7%d7%95%d7%9c%d7%a0%d7%95%d7%a2-%d7%91%d7%a1%d7%99%d7%a0%d7%9e%d7%98%d7%a7-%d7%97%d7%99%d7%a4%d7%94-%d7%97%d7%9c%d7%a7-%d7%92/,neutral,no,no,none,education;information,No signs of competition or collaboration were found.,255
HAIFA,12.08.2015,פסטיבל ים וקולנוע בסינמטק חיפה – חלק ד,https://www.haifa.ac.il/2015/08/12/%d7%a4%d7%a1%d7%98%d7%99%d7%91%d7%9c-%d7%99%d7%9d-%d7%95%d7%a7%d7%95%d7%9c%d7%a0%d7%95%d7%a2-%d7%91%d7%a1%d7%99%d7%a0%d7%9e%d7%98%d7%a7-%d7%97%d7%99%d7%a4%d7%94-%d7%97%d7%9c%d7%a7-%d7%93/,neutral,no,no,none,events;general information,No signs of competition or collaboration were found.,255
HAIFA,12.08.2015,יום פתוח – המכינה האוניברסיטאית,https://www.haifa.ac.il/2015/08/12/%d7%99%d7%95%d7%9d-%d7%a4%d7%aa%d7%95%d7%97-%d7%94%d7%9e%d7%9b%d7%99%d7%a0%d7%94-%d7%94%d7%90%d7%95%d7%a0%d7%99%d7%91%d7%a8%d7%a1%d7%99%d7%98%d7%90%d7%99%d7%aa/,neutral,no,no,none,events;academic excellence,No signs of competition or collaboration were found.,252
HAIFA,05.07.2015,הדוקטורים החדשים שלנו,https://www.haifa.ac.il/2015/07/05/%d7%94%d7%93%d7%95%d7%a7%d7%98%d7%95%d7%a8%d7%99%d7%9d-%d7%94%d7%97%d7%93%d7%a9%d7%99%d7%9d-%d7%a9%d7%9c%d7%a0%d7%95/,neutral,no,no,none,academic announcements;campus,No signs of competition or collaboration were found.,250
HAIFA,19.07.2015,מה חושבים על ההסכם באיראן,https://www.haifa.ac.il/2015/07/19/%d7%9e%d7%94-%d7%97%d7%95%d7%a9%d7%91%d7%99%d7%9d-%d7%a2%d7%9c-%d7%94%d7%94%d7%a1%d7%9b%d7%9d-%d7%91%d7%90%d7%99%d7%a8%d7%90%d7%9f/,neutral,no,no,none,campus;accessibility;student services,No signs of competition or collaboration were found.,252
HAIFA,29.07.2015,הנקה מקטינה את הסיכון לחלות בסרטן,https://www.haifa.ac.il/2015/07/29/%d7%94%d7%a0%d7%a7%d7%94-%d7%9e%d7%a7%d7%98%d7%99%d7%a0%d7%94-%d7%90%d7%aa-%d7%94%d7%a1%d7%99%d7%9b%d7%95%d7%9f-%d7%9c%d7%97%d7%9c%d7%95%d7%aa-%d7%91%d7%a1%d7%a8%d7%98%d7%9f/,neutral,no,no,none,health,No signs of competition or collaboration were found.,253
